file,attachment,enclosed,supporting
5050a-eng_doc.txt,NA,NA,NA
5050a-eng.txt,NA,NA,NA
5138-cym_doc.txt,NA,NA,NA
5138-eng_doc.txt,NA,NA,NA
5222-cym.txt,NA,NA,NA
5222-eng.txt,NA,NA,NA
5222a-bil.txt,NA,NA,NA
5222a-eng.txt,NA,NA,NA
a-e-eng.txt,NA,NA,NA
a1-cym.txt,NA,NA,NA
a1-eng.txt,NA,NA,NA
a100-eng.txt,NA,NA,NA
a101-eng.txt,NA,NA,NA
a101a-bil_doc.txt,NA,NA,NA
a101a-eng_doc.txt,NA,NA,NA
a102-eng.txt,NA,NA,NA
a103-eng.txt,NA,NA,NA
a104-eng.txt,NA,NA,NA
a105-eng.txt,NA,NA,NA
a106-eng.txt,NA,NA,NA
a107-eng.txt,NA,NA,NA
a2-eng.txt,NA,NA,NA
a20-bil.txt,NA,NA,NA
a20-cym.txt,NA,NA,NA
a20-eng.txt,NA,NA,NA
a20(1)-cym.txt,NA,NA,NA
a20(1)-eng.txt,NA,NA,NA
a21-cym.txt,NA,NA,NA
a21-eng.txt,NA,NA,NA
a4-eng.txt,NA,NA,NA
a5-eng.txt,NA,NA,NA
a50-bil.txt,NA,NA,NA
a50-eng.txt,NA,NA,NA
a50-nodiadau-a50-notes-bil.txt,NA,NA,NA
a50-notes-eng.txt,NA,NA,NA
a51-bil.txt,NA,NA,NA
a51-eng.txt,NA,NA,NA
a51-nodiadau-a51-notes-bil.txt,NA,NA,NA
a51-notes-eng.txt,NA,NA,NA
a52-bil.txt,NA,NA,NA
a52-eng.txt,NA,NA,NA
a52-nodiadau-a52-notes-bil.txt,NA,NA,NA
a52-notes-eng.txt,NA,NA,NA
a53-bil.txt,NA,NA,NA
a53-eng.txt,NA,NA,NA
a53-nodiadau-a53-notes-bil.txt,NA,NA,NA
a53-notes-eng.txt,NA,NA,NA
a54-bil.txt,NA,NA,NA
a54-eng.txt,NA,NA,NA
a54-nodiadau-a54-notes-bil.txt,NA,NA,NA
a54-notes-eng.txt,NA,NA,NA
a55-bil.txt,NA,NA,NA
a55-eng.txt,NA,NA,NA
a55-nodiadau-a55-notes-bil.txt,NA,NA,NA
a55-notes-eng.txt,NA,NA,NA
a56-bil.txt,NA,NA,NA
a56-eng.txt,NA,NA,NA
a56-nodiadau-a56-notes-bil.txt,NA,NA,NA
a56-notes-eng.txt,NA,NA,NA
a57-bil.txt,NA,NA,NA
a57-eng.txt,NA,NA,NA
a57-nodiadau-a57-notes-bil.txt,NA,NA,NA
a57-notes-eng.txt,NA,NA,NA
a58-bil.txt,NA,NA,NA
a58-eng.txt,NA,NA,NA
a58-nodiadau-a58-notes-bil.txt,NA,NA,NA
a58-notes-eng.txt,NA,NA,NA
a59-bil.txt,NA,NA,NA
a59-eng.txt,NA,NA,NA
a59-nodiadau-a59-notes-bil.txt,NA,NA,NA
a59-notes-eng.txt,NA,NA,NA
a60-bil.txt,NA,NA,NA
a60-eng.txt,NA,NA,NA
a60-nodiadau-a60-notes-bil.txt,NA,NA,NA
a60-notes-eng.txt,NA,NA,NA
a61-bil.txt,NA,NA,NA
a61-eng.txt,NA,NA,NA
a61-nodiadau-a61-notes-bil.txt,NA,NA,NA
a61-notes-eng.txt,NA,NA,NA
a62-bil.txt,NA,NA,NA
a62-eng.txt,NA,NA,NA
a62-nodiadau-a62-notes-bil.txt,NA,NA,NA
a62-notes-eng.txt,NA,NA,NA
a63-bil.txt,NA,NA,NA
a63-eng.txt,NA,NA,NA
a63-nodiadau-a63-notes-bil.txt,NA,NA,NA
a63-notes-eng.txt,NA,NA,NA
a64-bil.txt,NA,NA,NA
a64-eng.txt,NA,NA,NA
a64a-bil.txt,NA,NA,NA
a64a-eng.txt,NA,NA,NA
a65-bil.txt,NA,NA,NA
a65-eng.txt,NA,NA,NA
ac001-(birmingham)-eng.txt,NA,NA,NA
ac001-(cardiff)-eng.txt,NA,NA,NA
ac001-(leeds)-eng.txt,NA,NA,NA
ac001-(london)-eng.txt,NA,NA,NA
ac001-(manchester)-eng.txt,NA,NA,NA
ac010-eng.txt,NA,NA,NA
ac011-eng.txt,NA,NA,NA
ac013-eng.txt,NA,NA,NA
ac014-eng_doc.txt,NA,NA,NA
ac015-eng.txt,NA,NA,NA
ac016-eng.txt,NA,NA,NA
ac017-eng.txt,NA,NA,NA
adm1-eng.txt,NA,NA,NA
adm10-eng.txt,NA,NA,NA
adm11-eng.txt,NA,NA,NA
adm12-eng.txt,NA,NA,NA
adm12a-eng.txt,NA,NA,NA
adm13-eng.txt,NA,NA,NA
adm14-eng.txt,NA,NA,NA
adm15-eng.txt,NA,NA,NA
adm15b-eng.txt,NA,NA,NA
adm16-eng.txt,NA,NA,NA
adm16a-eng.txt,NA,NA,NA
adm17-eng.txt,NA,NA,NA
adm17a-eng.txt,NA,NA,NA
adm18-eng.txt,NA,NA,NA
adm19-eng.txt,NA,NA,NA
adm1a-eng.txt,NA,NA,NA
adm1c-cym.txt,NA,NA,NA
adm1c-eng.txt,NA,NA,NA
adm2-cym.txt,NA,NA,NA
adm2-eng.txt,NA,NA,NA
adm20-eng.txt,NA,NA,NA
adm21-eng.txt,NA,NA,NA
adm3-eng.txt,NA,NA,NA
adm4-eng.txt,NA,NA,NA
adm5-eng.txt,NA,NA,NA
adm6-eng.txt,NA,NA,NA
adm7-eng.txt,NA,NA,NA
adm9-eng.txt,NA,NA,NA
ae-canllaw-cym.txt,NA,NA,NA
ae-faq-cym.txt,NA,NA,NA
aj20-cym.txt,NA,NA,NA
aj22-eng.txt,NA,NA,NA
aj24-cym.txt,NA,NA,NA
aj24-eng.txt,NA,NA,NA
aj25-cym.txt,NA,NA,NA
aj26-cym.txt,NA,NA,NA
aj26-eng.txt,NA,NA,NA
allowances-eng.txt,NA,NA,NA
application-for-anonymity-(iat)-eng_doc.txt,NA,NA,NA
application-for-anonymity-(utiac)-eng_doc.txt,NA,NA,NA
application-for-anonymity-(utiac)-eng.txt,NA,NA,NA
application-for-anonymity-notes-(iat)-eng.txt,NA,NA,NA
application-for-anonymity-notes-(utiac)-eng.txt,NA,NA,NA
attachment-of-earnings-orders-for-criminal-fines-national-pilot-april-2004-eng.txt,NA,NA,NA
b1-eng_doc.txt,NA,NA,NA
bank-1-eng_doc.txt,NA,NA,NA
bank-2-eng_doc.txt,NA,NA,NA
bank-3-eng_doc.txt,NA,NA,NA
bank-4-eng_doc.txt,NA,NA,NA
bank-5-eng_doc.txt,NA,NA,NA
bank-6-eng_doc.txt,NA,NA,NA
bank-7-eng_doc.txt,NA,NA,NA
bank-8-eng_doc.txt,NA,NA,NA
bill-of-costs-(scco)-eng.txt,NA,NA,NA
c(pra1)-bil.txt,NA,NA,NA
c(pra1)-eng.txt,NA,NA,NA
c(pra2)-bil.txt,NA,NA,NA
c(pra2)-eng.txt,NA,NA,NA
c(pra3)-bil.txt,NA,NA,NA
c(pra3)-eng.txt,NA,NA,NA
c1-bil.txt,NA,NA,NA
c1-cym.txt,NA,NA,NA
c1-eng.txt,NA,NA,NA
c100-bil.txt,NA,NA,NA
c100-eng.txt,NA,NA,NA
c11-bil.txt,NA,NA,NA
c110-bil.txt,NA,NA,NA
c110-eng.txt,NA,NA,NA
c110a-cym.txt,NA,NA,NA
c110a-eng.txt,NA,NA,NA
c12-bil.txt,NA,NA,NA
c12-eng.txt,NA,NA,NA
c120-eng.txt,NA,NA,NA
c13-eng.txt,NA,NA,NA
c13a-eng.txt,NA,NA,NA
c14-bil.txt,NA,NA,NA
c14-eng.txt,NA,NA,NA
c15-bil.txt,NA,NA,NA
c15-eng.txt,NA,NA,NA
c16-bil.txt,NA,NA,NA
c16-eng.txt,".state your reason(s) for believing the grounds exist.if you are relying on a report or other documentary evidence, state the date(s) and author(s)and enclose a copy.",".state your reason(s) for believing the grounds exist.if you are relying on a report or other documentary evidence, state the date(s) and author(s)and enclose a copy.",NA
c17-bil.txt,NA,NA,NA
c17-eng.txt,NA,NA,NA
c17a-bil.txt,NA,NA,NA
c17a-eng.txt,.enclose a copy of the order.,.enclose a copy of the order.,NA
c18-bil.txt,NA,NA,NA
c18-eng.txt,".you may enclose a recent photograph of the child, which should be dated.",".you may enclose a recent photograph of the child, which should be dated.",NA
c19-eng.txt,NA,NA,NA
c1a-bil.txt,NA,NA,NA
c1a-eng.txt,NA,NA,NA
c1a-nodiadau-c1a-notes-bil.txt,NA,NA,NA
c1a-notes-eng.txt,NA,NA,NA
c2-bil.txt,NA,NA,NA
c2-eng.txt,NA,NA,NA
c20-cym.txt,NA,NA,NA
c20-eng.txt,NA,NA,NA
c23-eng.txt,NA,NA,NA
c3-bil.txt,NA,NA,NA
c3-eng.txt,". you may enclose a recent photograph ofthe child, which should be dated.c3 - w3  (9.",". you may enclose a recent photograph ofthe child, which should be dated.c3 - w3  (9.",NA
c4-bil.txt,NA,NA,NA
c4-eng.txt,".2 the child(ren)for each child state the full name, date of birth and sex the title, full name, address, telephone number of the person believed to haveactual control of child details which identify the child. you may enclose a recent photograph ofthe child, which should be dated.c4 - w3  (9.",".2 the child(ren)for each child state the full name, date of birth and sex the title, full name, address, telephone number of the person believed to haveactual control of child details which identify the child. you may enclose a recent photograph ofthe child, which should be dated.c4 - w3  (9.",NA
c5-bil.txt,NA,NA,NA
c5-eng.txt,NA,NA,NA
c51-bil.txt,NA,NA,NA
c51-eng.txt,NA,NA,NA
c52-bil.txt,NA,NA,NA
c52-eng.txt,NA,NA,NA
c60-bil.txt,NA,NA,NA
c60-eng.txt,NA,NA,NA
c61-eng.txt,NA,NA,NA
c62-eng.txt,NA,NA,NA
c63-bil.txt,NA,NA,NA
c63-eng.txt,NA,NA,NA
c64-bil.txt,NA,NA,NA
c64-eng.txt,NA,NA,NA
c65-bil.txt,NA,NA,NA
c65-eng.txt,NA,NA,NA
c66-bil.txt,NA,NA,NA
c66-eng.txt,NA,NA,NA
c67-eng.txt,NA,NA,NA
c68-eng.txt,NA,NA,NA
c69-eng.txt,NA,NA,NA
c7-bil.txt,NA,NA,NA
c7-eng.txt,NA,NA,NA
c78-bil.txt,NA,NA,NA
c78-eng.txt,NA,NA,NA
c79-bil.txt,NA,NA,NA
c79-eng.txt,NA,NA,NA
c8-bil.txt,NA,NA,NA
c8-eng.txt,NA,NA,NA
c9-bil.txt,NA,NA,NA
c9-eng.txt,NA,NA,NA
canllawiau-i-wys-rheithgor-guide-to-jury-summons-bil.txt,NA,NA,NA
capsbacs1-eng.txt,. enclosed is the information you need to do this.,. enclosed is the information you need to do this.,NA
capsbacs2-eng.txt,NA,NA,NA
capsbacs3-eng.txt,NA,NA,NA
capsbacs4-eng.txt,NA,NA,NA
case-management-information-sheet-eng_doc.txt,NA,NA,NA
cb1-cym.txt,NA,NA,NA
cb1-eng.txt,NA,NA,NA
cb2-cym.txt,NA,NA,NA
cb2-eng.txt,NA,NA,NA
cb3-cym.txt,NA,NA,NA
cb3-eng.txt,NA,NA,NA
cb4-cym.txt,NA,NA,NA
cb4-eng.txt,NA,NA,NA
cb5-cym.txt,NA,NA,NA
cb5-eng.txt,NA,NA,NA
cb6-cym.txt,NA,NA,NA
cb6-eng.txt,NA,NA,NA
cb7-cym.txt,NA,NA,NA
cb7-eng.txt,NA,NA,NA
certificate-of-loss-eng.txt,NA,NA,NA
ch1-eng_doc.txt,NA,NA,NA
ch10-eng_doc.txt,NA,NA,NA
ch11-eng_doc.txt,NA,NA,NA
ch12-eng_doc.txt,NA,NA,NA
ch13-eng_doc.txt,NA,NA,NA
ch14-eng_doc.txt,NA,NA,NA
ch15-eng_doc.txt,NA,NA,NA
ch16-eng_doc.txt,NA,NA,NA
ch17-eng_doc.txt,NA,NA,NA
ch18-eng_doc.txt,NA,NA,NA
ch19-eng_doc.txt,NA,NA,NA
ch2-eng_doc.txt,NA,NA,NA
ch20-eng_doc.txt,NA,NA,NA
ch21-eng_doc.txt,NA,NA,NA
ch22-eng_doc.txt,NA,NA,NA
ch23-eng_doc.txt,NA,NA,NA
ch24-eng_doc.txt,NA,NA,NA
ch25-eng_doc.txt,NA,NA,NA
ch26-eng_doc.txt,NA,NA,NA
ch27-eng_doc.txt,NA,NA,NA
ch28-eng_doc.txt,NA,NA,NA
ch29-eng_doc.txt,NA,NA,NA
ch3-eng_doc.txt,NA,NA,NA
ch30-eng_doc.txt,NA,NA,NA
ch31-eng_doc.txt,NA,NA,NA
ch32-eng_doc.txt,NA,NA,NA
ch33-eng_doc.txt,NA,NA,NA
ch34-eng_doc.txt,NA,NA,NA
ch35-eng_doc.txt,NA,NA,NA
ch36-eng_doc.txt,NA,NA,NA
ch37-eng_doc.txt,NA,NA,NA
ch38-eng_doc.txt,NA,NA,NA
ch39-eng_doc.txt,NA,NA,NA
ch4-eng_doc.txt,NA,NA,NA
ch40-eng_doc.txt,NA,NA,NA
ch41-eng_doc.txt,NA,NA,NA
ch42-eng_doc.txt,NA,NA,NA
ch43-eng_doc.txt,NA,NA,NA
ch44-eng_doc.txt,NA,NA,NA
ch5-eng_doc.txt,NA,NA,NA
ch6-eng_doc.txt,NA,NA,NA
ch7-eng_doc.txt,NA,NA,NA
ch8-eng_doc.txt,NA,NA,NA
ch9-eng_doc.txt,NA,NA,NA
child-support-how-to-appeal-(england)-eng.txt,NA,NA,NA
child-support-how-to-appeal-(scotland)-eng.txt,NA,NA,NA
